,Bmax_cc1_avg,Bmax_ch1_avg,Bmin_cc1_avg,Bmin_ch1_avg,C_charge,C_n_charge_avg,C_n_charge_max,C_n_charge_min,H_charge_avg,L_cc1_avg,L_cc1_max,L_cc1_min,L_cc2_avg,L_cc2_min,L_ch1_avg,L_ch1_min,L_ch2_avg,L_ch2_max,L_ch2_min,OccV_cc1_avg,Vbur_cc1_avg,Vbur_cc2_avg,Reactant_SMILES,Atom_nº,bde_avg,Reactive Atom,DOI
1210,-0.130594143,-0.042004325,-0.119327271,-0.113883741,-0.01027897,0.013861628,0.043870691,-0.013385245,0.188658197,-0.114395813,-0.146054312,-0.084666331,0.139824322,-0.070472594,0.05729052,0.104359642,-0.079067468,-0.139531882,-0.009616722,-0.183084614,-0.052084507,-0.137686911,c1ccc(C2Cc3ccccc3CO2)cc1,2,-0.2879544,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1211,-0.167406711,-0.137703862,-0.001175936,0.065765331,0.303918264,-0.037800797,0.043870691,-0.085426494,-0.071983153,-0.087646863,-0.112720979,-0.090745359,0.019894904,-0.025018049,-0.109376147,-0.062307024,-0.122691629,-0.178222358,-0.052521013,-0.183056545,0.082676943,-0.038459936,c1ccc(C2Cc3ccccc3CO2)cc1,4,0.2932968,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1212,-0.204698774,-0.147350457,-0.01081772,-0.034942881,-0.00480868,0.106609008,0.047863862,0.138882514,-0.029113955,-0.085074826,-0.112720979,-0.060350222,0.121305804,0.14381312,-0.009036011,0.019325629,-0.154570824,-0.163341406,-0.131728933,-0.183060498,0.019994806,0.031934924,c1ccc(C2Cc3ccccc3CO2)cc1,5,0.2298954,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1213,-0.154173493,0.005830155,-0.125625944,-0.118582599,-0.091897761,0.014811441,0.047863862,-0.015023139,0.161961994,-0.063469887,-0.046054312,-0.084666331,0.142469825,-0.070472594,-0.054954378,-0.007885256,-0.079067468,-0.139531882,-0.009616722,-0.18309438,-0.118607059,-0.14175122,c1ccc(C2Cc3ccccc3CO2)cc1,7,-0.292367,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1214,-0.036077989,-0.086893847,-0.206141238,-0.100604922,-0.046934322,-0.09173936,-0.148582861,-0.034746886,0.18363288,0.027579495,0.132733567,-0.084666331,-0.145889964,-0.0769661,-0.116178868,-0.069109745,0.139053337,0.053920499,0.20490473,-0.183075047,-0.209545128,-0.258139435,c1ccc(C2Cc3ccccc3CO2)cc1,8,-0.2914621,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1215,0.070523215,-0.306589347,-0.206141238,-0.068505427,-0.057414407,-0.087469216,-0.142900032,-0.032184835,0.203358619,-0.03723532,-0.049084615,-0.029955085,-0.193509011,-0.0769661,-0.116178868,-0.069109745,0.340395619,0.232491928,0.402924532,-0.183095875,-0.209459542,-0.257694591,c1ccc(C2Cc3ccccc3CO2)cc1,9,-0.2912924,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1216,-0.114759849,0.00635854,-0.084176608,-0.118582599,-0.086057157,0.01032543,0.044247327,-0.019620353,0.131721488,0.027579495,0.132733567,-0.084666331,-0.016260334,-0.070472594,-0.116178868,-0.069109745,-0.025376193,-0.091912834,0.043188558,-0.183073453,-0.117704066,-0.146789193,c1ccc(C2Cc3ccccc3CO2)cc1,10,-0.2845066,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1217,-0.104558666,-0.080402396,-0.162308797,-0.090704673,0.160942434,-0.028925161,0.044247327,-0.085426494,-0.021232098,0.029122705,-0.000599767,0.052111784,-0.03213335,0.072384549,-0.116178868,-0.069109745,-0.08745673,-0.082984263,-0.088824643,-0.183060399,-0.11098903,-0.040812759,c1ccc(C2Cc3ccccc3CO2)cc1,12,0.3252429,12,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1218,-0.066614867,-0.043590039,-0.203277312,-0.110603598,-0.071946842,0.057937593,0.137220158,-0.015004622,0.243949336,0.027579495,0.129703264,-0.081626818,-0.074461392,0.007449484,-0.116178868,-0.069109745,0.092073472,0.012253833,0.158700109,-0.174192634,-0.163176547,-0.206560165,Fc1ccc(C2Cc3ccccc3CO2)cc1,2,-0.3429763,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1219,-0.14698675,-0.012795997,-0.146560068,-0.119855158,-0.046892111,0.003851437,0.038711198,-0.025995178,0.148417691,-0.069642727,-0.097569464,-0.045152653,0.139824322,-0.070472594,-0.00053261,0.046536513,-0.079067468,-0.139531882,-0.009616722,-0.174181672,-0.079769751,-0.116123773,Fc1ccc(C2Cc3ccccc3CO2)cc1,3,-0.2941661,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1220,-0.155228717,-0.137014638,-0.006320694,0.068473787,0.33460062,-0.05302693,0.038711198,-0.100064015,-0.018556993,-0.076329949,-0.076357343,-0.093784872,0.026949507,0.000955977,-0.109376147,-0.062307024,-0.126047334,-0.181198548,-0.055821343,-0.174192004,0.082785327,-0.038209623,Fc1ccc(C2Cc3ccccc3CO2)cc1,5,0.2867728,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1221,-0.186121028,-0.110395532,-0.016356844,-0.032399885,-0.04921377,0.117524835,0.063987407,0.144139599,0.016940897,-0.078901986,-0.112720979,-0.048192167,0.153051835,0.14381312,-0.009036011,0.022726989,-0.154570824,-0.163341406,-0.131728933,-0.174205689,0.019665017,0.032039377,Fc1ccc(C2Cc3ccccc3CO2)cc1,6,0.2298954,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1222,-0.137060804,0.041242684,-0.125485216,-0.120424299,-0.078230672,0.015353618,0.053848416,-0.018957115,0.169607564,-0.049580999,-0.018781585,-0.084666331,0.176861359,-0.070472594,-0.037947576,0.009121547,-0.079067468,-0.139531882,-0.009616722,-0.174215056,-0.118585462,-0.141759627,Fc1ccc(C2Cc3ccccc3CO2)cc1,8,-0.292367,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1223,-0.017908879,-0.0494876,-0.204548229,-0.099196813,-0.055902451,-0.086834668,-0.145828843,-0.028751655,0.174447226,0.047641224,0.172127506,-0.084666331,-0.13266245,-0.0769661,-0.116178868,-0.069109745,0.16925468,0.080706213,0.2346077,-0.174201204,-0.209506696,-0.258078239,Fc1ccc(C2Cc3ccccc3CO2)cc1,9,-0.2914621,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1224,0.105647855,-0.307193366,-0.206141238,-0.072531837,-0.052335538,-0.091306623,-0.147763003,-0.03468376,0.208367058,-0.015630381,-0.021811888,-0.014757517,-0.193509011,-0.0769661,-0.116178868,-0.069109745,0.38401978,0.271182404,0.445828822,-0.174197518,-0.209395185,-0.257649333,Fc1ccc(C2Cc3ccccc3CO2)cc1,10,-0.2912924,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1225,-0.097623281,0.044133201,-0.090802284,-0.120424299,-0.091753857,0.004354456,0.029119474,-0.017392446,0.167945117,0.047641224,0.172127506,-0.084666331,0.00754919,-0.070472594,-0.116178868,-0.069109745,-0.008597669,-0.077031882,0.059690208,-0.174212266,-0.117655966,-0.146673779,Fc1ccc(C2Cc3ccccc3CO2)cc1,11,-0.2845066,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1226,-0.086218214,-0.041618073,-0.16196025,-0.091046836,0.219336959,-0.044954519,0.029119474,-0.100064015,-0.081814377,0.049184434,0.038794173,0.052111784,-0.008323826,0.130826107,-0.116178868,-0.069109745,-0.089134582,-0.082984263,-0.092124973,-0.174186955,-0.110585313,-0.040497533,Fc1ccc(C2Cc3ccccc3CO2)cc1,13,0.3252429,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1227,0.078055276,-0.288404758,-0.203151857,-0.047307215,-0.063909297,0.062722805,0.142831197,-0.011522625,0.267805876,-0.02951927,-0.091508858,0.027795675,-0.159117477,-0.0769661,-0.116178868,-0.069109745,0.340395619,0.232491928,0.402924532,-0.174243855,-0.172907503,-0.26996124,Fc1cccc(C2Cc3ccccc3CO2)c1,2,-0.351048,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1228,-0.062561361,-0.035689997,-0.203049583,-0.117176187,-0.038954339,-0.089864834,-0.152104717,-0.028755021,0.187219378,0.046098014,0.129703264,-0.045152653,-0.092979911,-0.070472594,-0.116178868,-0.069109745,0.082006358,0.003325261,0.148799119,-0.174226018,-0.20258969,-0.21426205,Fc1cccc(C2Cc3ccccc3CO2)c1,3,-0.2895126,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1229,-0.139786362,-0.012599795,-0.144579511,-0.114571673,-0.078238347,0.021445075,0.057283916,-0.011522625,0.133755243,-0.089704455,-0.100599767,-0.081626818,0.139824322,-0.070472594,-0.00053261,0.046536513,-0.038799012,-0.103817596,0.029987238,-0.174250533,-0.081264003,-0.138681736,Fc1cccc(C2Cc3ccccc3CO2)c1,4,-0.3083674,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1230,-0.167585594,-0.136872505,-0.007140244,0.108508161,0.324605974,-0.044490657,0.057283916,-0.10612153,-0.042063322,-0.088675628,-0.112720979,-0.093784872,0.019894904,-0.025018049,-0.109376147,-0.062307024,-0.085778877,-0.145484263,-0.016217382,-0.174232463,0.082775275,-0.037493306,Fc1cccc(C2Cc3ccccc3CO2)c1,6,0.3042995,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1231,-0.19483477,-0.147638453,0.001518898,-0.017977481,-0.020716843,0.11470652,0.058567806,0.143800405,0.005202501,-0.085074826,-0.112720979,-0.060350222,0.121305804,0.14381312,0.011372152,0.022726989,-0.154570824,-0.163341406,-0.131728933,-0.174230502,0.019642555,0.032027977,Fc1cccc(C2Cc3ccccc3CO2)c1,7,0.2297969,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1232,-0.149363699,0.006804019,-0.103987089,-0.106061291,-0.087532658,0.013226076,0.053429122,-0.022184086,0.143569589,-0.049580999,-0.018781585,-0.084666331,0.142469825,-0.070472594,-0.051553018,-0.004483895,-0.079067468,-0.139531882,-0.009616722,-0.174219441,-0.118557324,-0.141736083,Fc1cccc(C2Cc3ccccc3CO2)c1,9,-0.292367,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1233,-0.030459241,-0.086158073,-0.203319585,-0.085365823,-0.063258848,-0.087049531,-0.141231183,-0.032832081,0.225417691,0.027579495,0.132733567,-0.084666331,-0.143244461,-0.0769661,-0.116178868,-0.069109745,0.16925468,0.080706213,0.2346077,-0.174238176,-0.209550948,-0.258127767,Fc1cccc(C2Cc3ccccc3CO2)c1,10,-0.2914621,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1234,0.070762245,-0.282167618,-0.204548229,-0.047880386,-0.043856685,-0.095046639,-0.151752011,-0.037728089,0.192113893,-0.021803221,-0.021811888,-0.026915571,-0.193509011,-0.0769661,-0.116178868,-0.069109745,0.343751324,0.235468118,0.406224862,-0.174255117,-0.209468264,-0.257692742,Fc1cccc(C2Cc3ccccc3CO2)c1,11,-0.2912924,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1235,-0.115093856,0.009166027,-0.055020254,-0.106061291,-0.098693891,0.009819398,0.035846894,-0.013673097,0.151573809,0.027579495,0.132733567,-0.084666331,0.00754919,-0.070472594,-0.116178868,-0.069109745,-0.022020488,-0.088936644,0.046488888,-0.174235585,-0.117661898,-0.146655401,Fc1cccc(C2Cc3ccccc3CO2)c1,12,-0.2845066,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1236,-0.103516129,-0.079758788,-0.153454109,-0.087554777,0.211926837,-0.045321995,0.035846894,-0.10612153,-0.053552774,0.030665915,0.002430536,0.052111784,-0.008323826,0.130826107,-0.116178868,-0.069109745,-0.069000354,-0.080008072,-0.055821343,-0.1742599,-0.110630928,-0.04032525,Fc1cccc(C2Cc3ccccc3CO2)c1,14,0.325243,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1237,-0.129190368,-0.035689997,-0.057429268,-0.114057686,-0.055998387,0.157224228,0.142831197,0.146918801,0.202556931,-0.111309394,-0.143024009,-0.081626818,0.171570354,0.007449484,0.043685077,0.0907542,-0.079067468,-0.139531882,-0.009616722,-0.174259302,-0.010288003,-0.10460648,Fc1cccc(C2Cc3ccccc3CO2)c1,16,-0.3498674,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1238,0.1474649,0.117965988,-0.204027862,-0.163259404,0.085576773,-0.19093965,-0.260728738,-0.110342516,-0.038025347,0.138690606,0.050915385,0.216245523,-0.309911128,-0.219823243,-0.025475943,-0.069109745,0.000350854,0.315825261,-0.171332894,-0.145249902,-0.342259803,-0.307106628,COc1ccc(C2Cc3ccccc3CO2)cc1,0,0.0297882,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1239,-0.066544786,-0.03199466,-0.158061863,-0.070452554,-0.110135257,0.076869605,0.181232431,-0.018867898,0.239860729,0.050727643,0.126672961,-0.032994599,0.052522735,0.195761172,-0.116178868,-0.069109745,0.122274814,0.039039547,0.18840308,-0.145275214,-0.142395835,-0.132569154,COc1ccc(C2Cc3ccccc3CO2)cc1,3,-0.2874385,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1240,-0.139597664,-0.015670107,-0.144604056,-0.074761944,-0.055699066,-0.01497214,0.020407953,-0.04274698,0.129489421,-0.009457542,-0.067266433,0.042993243,0.13717882,-0.070472594,0.047086438,0.094155561,-0.025376193,-0.091912834,0.043188558,-0.145268138,-0.076042883,-0.098763427,COc1ccc(C2Cc3ccccc3CO2)cc1,4,-0.2843834,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1241,-0.105973991,-0.085766104,-0.038202155,0.104997434,0.345427994,-0.056008903,0.020407953,-0.109674228,-0.05222366,-0.055753838,0.014551748,-0.081626818,0.049877232,0.091865068,-0.092369344,-0.045300221,-0.075711763,-0.136555691,-0.006316392,-0.145276676,0.080400444,-0.028562125,COc1ccc(C2Cc3ccccc3CO2)cc1,6,0.2867728,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1242,-0.141020889,-0.030026734,-0.007833248,-0.048334977,-0.010651203,0.11276874,0.069858554,0.13141604,-0.026472605,-0.058840258,-0.115751282,-0.005638976,0.190088872,0.052904029,0.028378955,0.02952971,-0.142825857,-0.154412834,-0.118527613,-0.145277505,0.039272046,0.036113905,COc1ccc(C2Cc3ccccc3CO2)cc1,7,0.2298954,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1243,-0.104742636,0.143389858,-0.154509024,-0.137028444,-0.077967806,0.007538239,0.038120234,-0.019336709,0.153523176,0.004431347,0.084248718,-0.081626818,0.235062417,-0.0769661,-0.027743494,0.019325629,-0.079067468,-0.139531882,-0.009616722,-0.145277306,-0.117026853,-0.136368414,COc1ccc(C2Cc3ccccc3CO2)cc1,9,-0.2923672,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1244,0.050602021,-0.031668008,-0.206141238,-0.105231656,-0.056767796,-0.087984284,-0.148355007,-0.028636345,0.213438788,0.084678261,0.241824476,-0.081626818,-0.12208044,-0.070472594,-0.116178868,-0.069109745,0.290060049,0.187849071,0.353419581,-0.145276808,-0.209775061,-0.257515312,COc1ccc(C2Cc3ccccc3CO2)cc1,10,-0.2914622,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1245,0.165228007,-0.269758594,-0.206141238,-0.110591507,-0.056994206,-0.089878891,-0.148232237,-0.031912134,0.162244695,0.043011594,0.084248718,-0.005638976,-0.188218006,-0.070472594,-0.116178868,-0.069109745,0.464556693,0.342610975,0.525036743,-0.145265148,-0.209901964,-0.259988849,COc1ccc(C2Cc3ccccc3CO2)cc1,11,-0.2912924,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1246,-0.086015452,0.143764177,-0.155690213,-0.136897773,-0.08543549,0.007651695,0.038478142,-0.019436027,0.180219378,0.084678261,0.241824476,-0.081626818,0.09749628,-0.0769661,-0.116178868,-0.069109745,0.004825149,-0.06512712,0.072891529,-0.145291855,-0.121306579,-0.144150178,COc1ccc(C2Cc3ccccc3CO2)cc1,12,-0.2845067,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1247,-0.057505057,-0.008149232,-0.116049342,-0.093769505,0.231541978,-0.046171405,0.038478142,-0.109674228,-0.073928301,0.010604187,-0.0339331,0.049072271,0.068395751,0.065891042,-0.012437372,-0.058905664,-0.110946663,-0.091912834,-0.125128273,-0.145257375,-0.074430835,-0.039875336,COc1ccc(C2Cc3ccccc3CO2)cc1,14,0.3252429,14,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1248,0.205002589,0.371566176,-0.109480121,-0.164462809,-0.183787496,0.533041133,0.489498336,0.496565424,0.032573809,0.543011594,0.447885082,0.614421815,-0.299329117,-0.20683623,-0.023208324,-0.069109745,0.158068975,0.408087166,-0.052521013,0.020273265,-0.351180261,-0.272771698,CC(=O)Oc1ccc([C@@H]2CCc3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,0,0.015622,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1249,0.058542897,0.134184019,0.119049774,0.105883495,-0.052531248,0.082802425,0.169631636,0.000461946,0.223430349,0.09393752,0.187279021,-0.008678489,0.338237021,0.338618315,-0.068559821,-0.021490698,0.165898975,0.077730023,0.23130737,0.020321796,-0.128103111,-0.097517889,CC(=O)Oc1ccc([C@@H]2CCc3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,5,-0.3046402,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1250,0.020401663,0.070186012,0.163154126,0.157982888,-0.011633591,-0.001731981,0.016612464,-0.017478297,0.164886045,0.043011594,-0.030902797,0.109862544,0.224480407,0.01394299,0.353208887,0.40027801,0.004825149,-0.06512712,0.072891529,0.020316016,-0.045047973,-0.096076542,CC(=O)Oc1ccc([C@@H]2CCc3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,6,-0.2942607,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1251,0.025979894,0.005111099,0.011989233,0.352237855,0.320524842,-0.055543032,0.016612464,-0.09039236,0.010510518,0.093423137,0.075157809,0.036914216,0.143351624,0.137319614,-0.010736691,0.036332432,-0.102557401,-0.160365215,-0.032719032,0.020312196,0.081305425,-0.025625061,CC(=O)Oc1ccc([C@@H]2CCc3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,8,0.3156691,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1252,0.053911926,0.029559241,0.11492175,9.40E-05,-0.044936928,0.031365907,0.056354812,0.005862115,-0.00086079,-0.018716801,-0.058175524,0.01563762,0.301199984,0.182774159,0.053889159,0.056740595,0.065227834,0.167015737,-0.065722333,0.020313126,-0.02184332,-0.000660228,CC(=O)Oc1ccc([C@@H]2CCc3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,9,-0.021517,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1253,0.102061276,0.111463786,0.046960712,0.08536367,0.000676959,-0.025327718,-0.036408893,-0.014146958,-0.030181466,0.225110359,0.19636993,0.240561632,0.118660301,0.280176757,-0.00053261,0.019325629,0.001469445,-0.029412834,0.026686908,0.020313126,0.023781686,0.042848532,CC(=O)Oc1ccc([C@@H]2CCc3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,10,0.2458715,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1254,0.18691146,0.282386864,-0.097448414,-0.161749262,-0.153256718,0.521409432,0.477444953,0.486814652,0.029797437,0.323875792,0.232733567,0.398616344,-0.299329117,-0.20683623,0.068628411,-0.069109745,0.194981727,0.202730023,0.16530077,0.020333455,-0.327795635,-0.189735293,CC(=O)Oc1ccc([C@@H]2CCc3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,15,0.01454,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1255,0.247021738,-0.170405608,-0.020527141,0.067693154,-0.098170078,0.215671896,0.163942564,0.227832116,0.215696172,0.08776468,0.041824476,0.125060113,0.13717882,0.325631302,-0.075362542,-0.028293419,0.541737901,0.411063356,0.600944334,0.02030316,-0.052069932,-0.012421123,CC(=O)Oc1ccc([C@@H]2CCc3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,17,-0.3324183,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1256,-0.011620861,0.336322069,-0.156871129,-0.161794233,-0.201712239,0.520270861,0.476265106,0.485860196,0.024426129,0.475110359,0.381218415,0.547552514,-0.299329117,-0.20683623,-0.053820569,-0.069109745,0.158068975,0.292015737,-0.088824643,0.020286817,-0.351030126,-0.272842998,CC(=O)Oc1ccc([C@@H]2CCc3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,21,0.0156218,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1257,0.008377357,0.16906431,0.051969105,0.110918152,-0.12672073,0.208755125,0.163942564,0.216235556,0.25306748,-0.001741492,0.03576387,-0.045152653,0.462575645,0.338618315,0.128719091,0.175788214,0.128986223,0.044991928,0.19500374,0.020296982,0.001669764,0.001429777,CC(=O)Oc1ccc([C@@H]2CCc3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,23,-0.3807821,8,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1258,-0.061875932,0.066390554,-0.09690732,-0.162270249,-0.164302827,0.543821416,0.500669433,0.505602459,0.008025286,0.21893752,0.129703264,0.295272879,-0.299329117,-0.20683623,-0.00846914,-0.069109745,0.026077968,0.113444309,-0.125128273,-0.115070185,-0.342541427,-0.23266902,CC(=O)O[C@H]1C[C@@H](c2ccccc2)Oc2ccccc21,0,0.0158347,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1259,-0.081263889,-0.043301422,0.020393919,0.348055529,0.346893902,-0.055825165,0.027807491,-0.110467925,0.073662416,-0.014601554,0.002430536,-0.023876058,0.056931941,0.085371562,-0.071961181,-0.024892058,-0.186450018,-0.234769977,-0.115227283,-0.115053643,0.111179594,0.034622133,CC(=O)O[C@H]1C[C@@H](c2ccccc2)Oc2ccccc21,4,0.1871701,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1260,-0.12829326,-0.12816323,0.151792241,0.148842908,-0.021434446,0.129552125,0.072110044,0.157734288,0.012738366,-0.051124208,-0.118781585,0.012598106,0.190088872,0.325631302,-0.058355739,-0.03509614,-0.079067468,-0.020484263,-0.141629924,-0.11506301,0.085925073,0.056204564,CC(=O)O[C@H]1C[C@@H](c2ccccc2)Oc2ccccc21,5,-0.0472529,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1261,-0.106031205,-0.101483343,0.029603155,0.317963194,0.349580119,-0.045658345,0.03820763,-0.093312962,-0.056303828,-0.013572789,-0.061205827,0.042993243,0.056931941,0.078878055,-0.092369344,-0.045300221,-0.162960085,-0.213936644,-0.092124973,-0.115046401,0.089614583,0.014347657,CC(=O)O[C@H]1C[C@@H](c2ccccc2)Oc2ccccc21,6,0.2813675,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1262,-0.068799407,-0.014342433,0.040327946,-0.053936442,-0.056998043,0.010197918,0.03820763,-0.014947389,0.150907142,-0.089704455,-0.100599767,-0.081626818,0.113369296,-0.070472594,0.227358547,0.27442767,-0.079067468,-0.139531882,-0.009616722,-0.115076364,-0.052831015,-0.143770763,CC(=O)O[C@H]1C[C@@H](c2ccccc2)Oc2ccccc21,8,-0.2833458,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1263,-0.028395353,0.04245644,-0.056912447,-0.084911656,-0.046761637,-0.079454035,-0.142045839,-0.01943771,0.177172965,0.010604187,0.099400233,-0.084666331,0.081623264,-0.070472594,-0.116178868,-0.069109745,0.082006358,0.003325261,0.148799119,-0.115086627,-0.201664827,-0.222478612,CC(=O)O[C@H]1C[C@@H](c2ccccc2)Oc2ccccc21,9,-0.2837333,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1264,0.119060076,-0.19081902,-0.202955219,-0.030091291,-0.045359048,-0.074587496,-0.137511645,-0.014947389,0.207388155,0.069246162,0.063036597,0.067309353,-0.193509011,-0.0769661,-0.116178868,-0.069109745,0.306838572,0.202730023,0.369921232,-0.11508593,-0.215068058,-0.303562713,CC(=O)O[C@H]1C[C@@H](c2ccccc2)Oc2ccccc21,10,-0.2928317,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1265,-0.033517549,-0.047447831,-0.135638367,-0.121276843,-0.093975742,0.060881412,0.138114928,-0.010793736,0.213628661,-0.065013097,-0.049084615,-0.084666331,0.134533317,-0.070472594,0.047086438,0.094155561,0.128986223,0.044991928,0.19500374,-0.115063608,-0.147675605,-0.144438448,CC(=O)O[C@H]1C[C@@H](c2ccccc2)Oc2ccccc21,15,-0.3308713,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1266,0.03381131,-0.03736421,-0.208450979,-0.093366249,-0.037292721,-0.09977663,-0.164114402,-0.035658417,0.171624442,0.121715298,0.123642657,0.109862544,-0.071815889,-0.0769661,-0.116178868,-0.069109745,0.142409042,0.05689669,0.20820506,-0.11507148,-0.210649659,-0.272122964,CC(=O)O[C@H]1C[C@@H](c2ccccc2)Oc2ccccc21,16,-0.2875665,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1267,0.066157607,-0.103389307,-0.210054898,-0.020266984,-0.086057157,-0.06389858,-0.12049229,-0.010793736,0.238860729,0.007517767,-0.046054312,0.055151298,-0.024196842,-0.0769661,-0.116178868,-0.069109745,0.330328505,0.223563356,0.393023542,-0.115081745,-0.20383432,-0.233261153,CC(=O)O[C@H]1C[C@@H](c2ccccc2)Oc2ccccc21,17,-0.3012537,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1268,-0.029218251,-0.042157272,-0.109461576,-0.127934708,-0.005610708,-0.005101509,0.027807491,-0.032184835,0.161080138,0.021406656,0.120612354,-0.084666331,-0.013614831,-0.070472594,0.101508207,0.14857733,0.068583539,-0.008579501,0.135597799,-0.11505992,-0.075521642,-0.103402158,CC(=O)O[C@H]1C[C@@H](c2ccccc2)Oc2ccccc21,18,-0.2941901,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
