,DOI,Catalyst,Solvent,Time (min),Temperature (ºC),rxn_ID,Reactant,Reactant_SMILES,Is Reactant Racemic,Product,Product_SMILES,Oxidation sites,Selectivity (%),Yield (%),Discard,Comments,Unnamed: 16,Unnamed: 17,Reactant_mapped,Product_mapped,Symmetry,Symmetry_groups,Group_idxes,Unique symmetry,Mapped_rxn,Mapped_reactivity,idx_to_rxn_map,idx_to_selectivity
21,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,2,-22,10,bicyclo[2.2.2]octane,C1CC2CCC1CC2,FALSE,"bicyclo[2.2.2]octan-2-one,",O=C1CC2CCC1CC2,,42.0,97.0,,,,,[CH2:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8][CH2:9]2,[O:1]=[C:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8][CH2:9]2,True,"{0: 0, 1: 0, 2: 6, 3: 0, 4: 0, 5: 6, 6: 0, 7: 0}","{0: [0, 1, 3, 4, 6, 7], 6: [2, 5]}","{0: 6, 2: 2}",[CH2:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8][CH2:9]2>>[O:1]=[C:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8][CH2:9]2,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False}","{0: 2, 1: 3, 2: 4, 3: 5, 4: 6, 5: 7, 6: 8, 7: 9}","{0: 42.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}"
22,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,1,-22,11,Adamantane,C1C2CC3CC1CC(C2)C3,FALSE,"adamantan-1-ol,",OC12CC3CC(CC(C3)C1)C2,,94.0,98.0,,,,,[CH2:2]1[CH:6]2[CH2:5][CH:4]3[CH2:3][CH:11]1[CH2:10][CH:8]([CH2:7]2)[CH2:9]3,[OH:1][C:2]12[CH2:3][CH:4]3[CH2:5][CH:6]([CH2:7][CH:8]([CH2:9]3)[CH2:10]1)[CH2:11]2,True,"{0: 0, 1: 6, 2: 0, 3: 6, 4: 0, 5: 6, 6: 0, 7: 6, 8: 0, 9: 0}","{0: [0, 2, 4, 6, 8, 9], 6: [1, 3, 5, 7]}","{0: 6, 1: 4}",[CH2:2]1[CH:6]2[CH2:5][CH:4]3[CH2:3][CH:11]1[CH2:10][CH:8]([CH2:7]2)[CH2:9]3>>[OH:1][C:2]12[CH2:3][CH:4]3[CH2:5][CH:6]([CH2:7][CH:8]([CH2:9]3)[CH2:10]1)[CH2:11]2,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False}","{0: 2, 1: 11, 2: 3, 3: 4, 4: 5, 5: 6, 6: 7, 7: 8, 8: 10, 9: 9}","{0: 94.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0}"
23,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,1,-22,11,Adamantane,C1C2CC3CC1CC(C2)C3,FALSE,"adamantan-1,3-diol,",OC12CC3CC(C1)CC(O)(C3)C2,,5.0,98.0,,,,,[CH2:2]1[CH:6]2[CH2:5][CH:4]3[CH2:3][CH:7]1[CH2:12][CH:9]([CH2:8]2)[CH2:11]3,[OH:1][C:2]12[CH2:3][CH:4]3[CH2:5][CH:6]([CH2:7]1)[CH2:8][C:9]([OH:10])([CH2:11]3)[CH2:12]2,True,"{0: 0, 1: 6, 2: 0, 3: 6, 4: 0, 5: 6, 6: 0, 7: 6, 8: 0, 9: 0}","{0: [0, 2, 4, 6, 8, 9], 6: [1, 3, 5, 7]}","{0: 6, 1: 4}",[CH2:2]1[CH:6]2[CH2:5][CH:4]3[CH2:3][CH:7]1[CH2:12][CH:9]([CH2:8]2)[CH2:11]3>>[OH:1][C:2]12[CH2:3][CH:4]3[CH2:5][CH:6]([CH2:7]1)[CH2:8][C:9]([OH:10])([CH2:11]3)[CH2:12]2,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: True, 11: False, 12: False}","{0: 2, 1: 7, 2: 3, 3: 4, 4: 5, 5: 6, 6: 8, 7: 9, 8: 12, 9: 11}","{0: 5.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 5.0, 8: 0.0, 9: 0.0}"
24,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,1,-22,11,Adamantane,C1C2CC3CC1CC(C2)C3,FALSE,"adamantan-2-one,",O=C1C2CC3CC(C2)CC1C3,,1.0,98.0,,,,,[CH2:2]1[CH:3]2[CH2:4][CH:5]3[CH2:6][CH:7]([CH2:8]2)[CH2:9][CH:10]1[CH2:11]3,[O:1]=[C:2]1[CH:3]2[CH2:4][CH:5]3[CH2:6][CH:7]([CH2:8]2)[CH2:9][CH:10]1[CH2:11]3,True,"{0: 0, 1: 6, 2: 0, 3: 6, 4: 0, 5: 6, 6: 0, 7: 6, 8: 0, 9: 0}","{0: [0, 2, 4, 6, 8, 9], 6: [1, 3, 5, 7]}","{0: 6, 1: 4}",[CH2:2]1[CH:3]2[CH2:4][CH:5]3[CH2:6][CH:7]([CH2:8]2)[CH2:9][CH:10]1[CH2:11]3>>[O:1]=[C:2]1[CH:3]2[CH2:4][CH:5]3[CH2:6][CH:7]([CH2:8]2)[CH2:9][CH:10]1[CH2:11]3,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False}","{0: 8, 1: 3, 2: 4, 3: 5, 4: 6, 5: 7, 6: 9, 7: 10, 8: 2, 9: 11}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 1.0, 9: 0.0}"
25,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,80,-22,12,ethylbenzene ,CCc1ccccc1,FALSE,"acetophenone,",CC(=O)c1ccccc1,,95.0,96.0,,10% Conversion,,,[CH3:1][CH2:2][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1,True,"{0: 0, 1: 6, 2: 7, 3: 4, 4: 2, 5: 1, 6: 2, 7: 4}","{0: [0], 6: [1], 7: [2], 4: [3, 7], 2: [4, 6], 1: [5]}","{0: 1, 1: 1, 2: 1, 3: 2, 4: 2, 5: 1}",[CH3:1][CH2:2][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1,"{1: False, 2: True, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False}","{0: 1, 1: 2, 2: 4, 3: 5, 4: 6, 5: 7, 6: 8, 7: 9}","{0: 0.0, 1: 95.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}"
26,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,10,-22,13,cumene,CC(C)c1ccccc1,FALSE,"2-phenylpropan-2-ol,",CC(C)(O)c1ccccc1,,96.0,95.0,,14% Conversion,,,[CH3:1][CH:2]([CH3:3])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,[CH3:1][C:2]([CH3:3])([OH:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,True,"{0: 0, 1: 8, 2: 0, 3: 7, 4: 5, 5: 3, 6: 2, 7: 3, 8: 5}","{0: [0, 2], 8: [1], 7: [3], 5: [4, 8], 3: [5, 7], 2: [6]}","{0: 2, 1: 1, 3: 1, 4: 2, 5: 2, 6: 1}",[CH3:1][CH:2]([CH3:3])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1>>[CH3:1][C:2]([CH3:3])([OH:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,"{1: False, 2: True, 3: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False}","{0: 1, 1: 2, 2: 3, 3: 5, 4: 6, 5: 7, 6: 8, 7: 9, 8: 10}","{0: 0.0, 1: 96.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0}"
27,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,14,1-(4-methoxyphenyl)ethan-1-ol,COc1ccc(C(C)O)cc1,TRUE,1-(4-methoxyphenyl)ethan-1-one,COc1ccc(C(C)=O)cc1,,97.0,97.0,,1.5 to 1 ratio of dmdo alcohol,,,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]([CH3:8])[OH:9])[cH:10][cH:11]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7]([CH3:8])=[O:9])[cH:10][cH:11]1,True,"{0: 0, 2: 8, 3: 3, 4: 5, 5: 9, 6: 10, 7: 1, 9: 5, 10: 3}","{0: [0], 8: [2], 3: [3, 10], 5: [4, 9], 9: [5], 10: [6], 1: [7]}","{0: 1, 2: 1, 3: 2, 4: 2, 5: 1, 6: 1, 7: 1}",[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]([CH3:8])[OH:9])[cH:10][cH:11]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7]([CH3:8])=[O:9])[cH:10][cH:11]1,"{1: False, 3: False, 4: False, 5: False, 6: False, 7: True, 8: False, 10: False, 11: False}","{0: 1, 2: 3, 3: 4, 4: 5, 5: 6, 6: 7, 7: 8, 9: 10, 10: 11}","{0: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 97.0, 7: 0.0, 9: 0.0, 10: 0.0}"
28,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,14,1-(4-methoxyphenyl)ethan-1-ol,COc1ccc(C(C)O)cc1,TRUE,2-hydroxy-1-(4-methoxyphenyl)ethan-1-one,COc1ccc(C(=O)CO)cc1,,3.0,3.0,,Table 1,,,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]([OH:8])[CH3:9])[cH:11][cH:12]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[CH2:9][OH:10])[cH:11][cH:12]1,True,"{0: 0, 2: 8, 3: 3, 4: 5, 5: 9, 6: 10, 7: 1, 9: 5, 10: 3}","{0: [0], 8: [2], 3: [3, 10], 5: [4, 9], 9: [5], 10: [6], 1: [7]}","{0: 1, 2: 1, 3: 2, 4: 2, 5: 1, 6: 1, 7: 1}",[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]([OH:8])[CH3:9])[cH:11][cH:12]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[CH2:9][OH:10])[cH:11][cH:12]1,"{1: False, 3: False, 4: False, 5: False, 6: False, 7: True, 9: True, 11: False, 12: False}","{0: 1, 2: 3, 3: 4, 4: 5, 5: 6, 6: 7, 7: 9, 9: 11, 10: 12}","{0: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 3.0, 7: 3.0, 9: 0.0, 10: 0.0}"
29,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,15,1-(p-tolyl)ethan-1-ol,Cc1ccc(C(C)O)cc1,TRUE,1-(p-tolyl)ethan-1-one,CC(=O)c1ccc(C)cc1,,97.0,97.0,,,,,[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([CH3:8])[cH:9][cH:10]1,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([CH3:8])[cH:9][cH:10]1,True,"{0: 0, 1: 7, 2: 3, 3: 5, 4: 8, 5: 9, 6: 1, 8: 5, 9: 3}","{0: [0], 7: [1], 3: [2, 9], 5: [3, 8], 8: [4], 9: [5], 1: [6]}","{0: 1, 1: 1, 2: 2, 3: 2, 4: 1, 5: 1, 6: 1}",[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([CH3:8])[cH:9][cH:10]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([CH3:8])[cH:9][cH:10]1,"{1: False, 2: True, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False}","{0: 8, 1: 7, 2: 6, 3: 5, 4: 4, 5: 2, 6: 1, 8: 10, 9: 9}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 97.0, 6: 0.0, 8: 0.0, 9: 0.0}"
30,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,15,1-(p-tolyl)ethan-1-ol,Cc1ccc(C(C)O)cc1,TRUE,2-hydroxy-1-(p-tolyl)ethan-1-one,Cc1ccc(C(=O)CO)cc1,,2.0,2.0,,,,,[CH3:1][c:2]1[cH:3][cH:4][c:5]([CH:6]([OH:7])[CH3:8])[cH:10][cH:11]1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[CH2:8][OH:9])[cH:10][cH:11]1,True,"{0: 0, 1: 7, 2: 3, 3: 5, 4: 8, 5: 9, 6: 1, 8: 5, 9: 3}","{0: [0], 7: [1], 3: [2, 9], 5: [3, 8], 8: [4], 9: [5], 1: [6]}","{0: 1, 1: 1, 2: 2, 3: 2, 4: 1, 5: 1, 6: 1}",[CH3:1][c:2]1[cH:3][cH:4][c:5]([CH:6]([OH:7])[CH3:8])[cH:10][cH:11]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[CH2:8][OH:9])[cH:10][cH:11]1,"{1: False, 2: False, 3: False, 4: False, 5: False, 6: True, 8: True, 10: False, 11: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 5, 5: 6, 6: 8, 8: 10, 9: 11}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 2.0, 6: 2.0, 8: 0.0, 9: 0.0}"
31,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,16,1-phenylethan-1-ol,CC(O)c1ccccc1,TRUE,acetophenone,CC(=O)c1ccccc1,,98.0,98.0,,,,,[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1,True,"{0: 0, 1: 8, 3: 7, 4: 5, 5: 3, 6: 2, 7: 3, 8: 5}","{0: [0], 8: [1], 7: [3], 5: [4, 8], 3: [5, 7], 2: [6]}","{0: 1, 1: 1, 3: 1, 4: 2, 5: 2, 6: 1}",[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1,"{1: False, 2: True, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False}","{0: 1, 1: 2, 3: 4, 4: 5, 5: 6, 6: 7, 7: 8, 8: 9}","{0: 0.0, 1: 98.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0}"
32,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,16,1-phenylethan-1-ol,CC(O)c1ccccc1,TRUE,2-hydroxy-1-phenylethan-1-one,O=C(CO)c1ccccc1,,2.0,2.0,,,,,[OH:1][CH:2]([CH3:3])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,[O:1]=[C:2]([CH2:3][OH:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,True,"{0: 0, 1: 8, 3: 7, 4: 5, 5: 3, 6: 2, 7: 3, 8: 5}","{0: [0], 8: [1], 7: [3], 5: [4, 8], 3: [5, 7], 2: [6]}","{0: 1, 1: 1, 3: 1, 4: 2, 5: 2, 6: 1}",[OH:1][CH:2]([CH3:3])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1>>[O:1]=[C:2]([CH2:3][OH:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,"{2: True, 3: True, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False}","{0: 3, 1: 2, 3: 5, 4: 6, 5: 7, 6: 8, 7: 9, 8: 10}","{0: 2.0, 1: 2.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0}"
33,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,17,1-(4-fluorophenyl)ethan-1-ol,CC(O)c1ccc(F)cc1,TRUE,1-(4-fluorophenyl)ethan-1-one,CC(=O)c1ccc(F)cc1,,97.0,97.0,,,,,[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([F:8])[cH:9][cH:10]1,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([F:8])[cH:9][cH:10]1,True,"{0: 0, 1: 9, 3: 8, 4: 5, 5: 3, 6: 7, 8: 3, 9: 5}","{0: [0], 9: [1], 8: [3], 5: [4, 9], 3: [5, 8], 7: [6]}","{0: 1, 1: 1, 3: 1, 4: 2, 5: 2, 6: 1}",[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([F:8])[cH:9][cH:10]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([F:8])[cH:9][cH:10]1,"{1: False, 2: True, 4: False, 5: False, 6: False, 7: False, 9: False, 10: False}","{0: 1, 1: 2, 3: 4, 4: 5, 5: 6, 6: 7, 8: 9, 9: 10}","{0: 0.0, 1: 97.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 8: 0.0, 9: 0.0}"
34,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,17,1-(4-fluorophenyl)ethan-1-ol,CC(O)c1ccc(F)cc1,TRUE,1-(4-fluorophenyl)-2-hydroxyethan-1-one,O=C(CO)c1ccc(F)cc1,,2.0,2.0,,,,,[OH:1][CH:2]([CH3:3])[c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1,[O:1]=[C:2]([CH2:3][OH:4])[c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1,True,"{0: 0, 1: 9, 3: 8, 4: 5, 5: 3, 6: 7, 8: 3, 9: 5}","{0: [0], 9: [1], 8: [3], 5: [4, 9], 3: [5, 8], 7: [6]}","{0: 1, 1: 1, 3: 1, 4: 2, 5: 2, 6: 1}",[OH:1][CH:2]([CH3:3])[c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1>>[O:1]=[C:2]([CH2:3][OH:4])[c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1,"{2: True, 3: True, 5: False, 6: False, 7: False, 8: False, 10: False, 11: False}","{0: 3, 1: 2, 3: 5, 4: 6, 5: 7, 6: 8, 8: 10, 9: 11}","{0: 2.0, 1: 2.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 8: 0.0, 9: 0.0}"
35,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,18,1-(4-chlorophenyl)ethan-1-ol,CC(O)c1ccc(Cl)cc1,TRUE,1-(4-chlorophenyl)ethan-1-one,CC(=O)c1ccc(Cl)cc1,,97.0,97.0,,,,,[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1,True,"{0: 0, 1: 9, 3: 8, 4: 5, 5: 3, 6: 7, 8: 3, 9: 5}","{0: [0], 9: [1], 8: [3], 5: [4, 9], 3: [5, 8], 7: [6]}","{0: 1, 1: 1, 3: 1, 4: 2, 5: 2, 6: 1}",[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1,"{1: False, 2: True, 4: False, 5: False, 6: False, 7: False, 9: False, 10: False}","{0: 1, 1: 2, 3: 4, 4: 5, 5: 6, 6: 7, 8: 9, 9: 10}","{0: 0.0, 1: 97.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 8: 0.0, 9: 0.0}"
36,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,18,1-(4-chlorophenyl)ethan-1-ol,CC(O)c1ccc(Cl)cc1,TRUE,1-(4-chlorophenyl)-2-hydroxyethan-1-one,O=C(CO)c1ccc(Cl)cc1,,3.0,3.0,,,,,[OH:1][CH:2]([CH3:3])[c:5]1[cH:6][cH:7][c:8]([Cl:9])[cH:10][cH:11]1,[O:1]=[C:2]([CH2:3][OH:4])[c:5]1[cH:6][cH:7][c:8]([Cl:9])[cH:10][cH:11]1,True,"{0: 0, 1: 9, 3: 8, 4: 5, 5: 3, 6: 7, 8: 3, 9: 5}","{0: [0], 9: [1], 8: [3], 5: [4, 9], 3: [5, 8], 7: [6]}","{0: 1, 1: 1, 3: 1, 4: 2, 5: 2, 6: 1}",[OH:1][CH:2]([CH3:3])[c:5]1[cH:6][cH:7][c:8]([Cl:9])[cH:10][cH:11]1>>[O:1]=[C:2]([CH2:3][OH:4])[c:5]1[cH:6][cH:7][c:8]([Cl:9])[cH:10][cH:11]1,"{2: True, 3: True, 5: False, 6: False, 7: False, 8: False, 10: False, 11: False}","{0: 3, 1: 2, 3: 5, 4: 6, 5: 7, 6: 8, 8: 10, 9: 11}","{0: 3.0, 1: 3.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 8: 0.0, 9: 0.0}"
37,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,19,1-(4-bromophenyl)ethan-1-ol,CC(O)c1ccc(Br)cc1,TRUE,1-(4-bromophenyl)ethan-1-one,CC(=O)c1ccc(Br)cc1,,96.0,96.0,,,,,[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([Br:8])[cH:9][cH:10]1,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([Br:8])[cH:9][cH:10]1,True,"{0: 0, 1: 9, 3: 8, 4: 5, 5: 3, 6: 7, 8: 3, 9: 5}","{0: [0], 9: [1], 8: [3], 5: [4, 9], 3: [5, 8], 7: [6]}","{0: 1, 1: 1, 3: 1, 4: 2, 5: 2, 6: 1}",[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([Br:8])[cH:9][cH:10]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([Br:8])[cH:9][cH:10]1,"{1: False, 2: True, 4: False, 5: False, 6: False, 7: False, 9: False, 10: False}","{0: 1, 1: 2, 3: 4, 4: 5, 5: 6, 6: 7, 8: 9, 9: 10}","{0: 0.0, 1: 96.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 8: 0.0, 9: 0.0}"
38,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,19,1-(4-bromophenyl)ethan-1-ol,CC(O)c1ccc(Br)cc1,TRUE,1-(4-bromophenyl)-2-hydroxyethan-1-one,O=C(CO)c1ccc(Br)cc1,,3.0,3.0,,,,,[OH:1][CH:2]([CH3:3])[c:5]1[cH:6][cH:7][c:8]([Br:9])[cH:10][cH:11]1,[O:1]=[C:2]([CH2:3][OH:4])[c:5]1[cH:6][cH:7][c:8]([Br:9])[cH:10][cH:11]1,True,"{0: 0, 1: 9, 3: 8, 4: 5, 5: 3, 6: 7, 8: 3, 9: 5}","{0: [0], 9: [1], 8: [3], 5: [4, 9], 3: [5, 8], 7: [6]}","{0: 1, 1: 1, 3: 1, 4: 2, 5: 2, 6: 1}",[OH:1][CH:2]([CH3:3])[c:5]1[cH:6][cH:7][c:8]([Br:9])[cH:10][cH:11]1>>[O:1]=[C:2]([CH2:3][OH:4])[c:5]1[cH:6][cH:7][c:8]([Br:9])[cH:10][cH:11]1,"{2: True, 3: True, 5: False, 6: False, 7: False, 8: False, 10: False, 11: False}","{0: 3, 1: 2, 3: 5, 4: 6, 5: 7, 6: 8, 8: 10, 9: 11}","{0: 3.0, 1: 3.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 8: 0.0, 9: 0.0}"
39,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,20,4-(1-hydroxyethyl)benzonitrilel,CC(O)c1ccc(C#N)cc1,TRUE,4-acetylbenzonitrile,CC(=O)c1ccc(C#N)cc1,,97.0,97.0,,,,,[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([C:8]#[N:9])[cH:10][cH:11]1,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8]#[N:9])[cH:10][cH:11]1,True,"{0: 0, 1: 10, 3: 9, 4: 6, 5: 4, 6: 8, 7: 3, 9: 4, 10: 6}","{0: [0], 10: [1], 9: [3], 6: [4, 10], 4: [5, 9], 8: [6], 3: [7]}","{0: 1, 1: 1, 3: 1, 4: 2, 5: 2, 6: 1, 7: 1}",[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([C:8]#[N:9])[cH:10][cH:11]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8]#[N:9])[cH:10][cH:11]1,"{1: False, 2: True, 4: False, 5: False, 6: False, 7: False, 8: False, 10: False, 11: False}","{0: 1, 1: 2, 3: 4, 4: 5, 5: 6, 6: 7, 7: 8, 9: 10, 10: 11}","{0: 0.0, 1: 97.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 9: 0.0, 10: 0.0}"
40,10.1016/S0040-4039(00)78488-7,DMDO,Acetone,180,25,20,4-(1-hydroxyethyl)benzonitrilel,CC(O)c1ccc(C#N)cc1,TRUE,4-(2-hydroxyacetyl)benzonitrile,N#Cc1ccc(C(=O)CO)cc1,,2.0,2.0,,,,,[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([CH:7]([OH:8])[CH3:9])[cH:11][cH:12]1,[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[CH2:9][OH:10])[cH:11][cH:12]1,True,"{0: 0, 1: 10, 3: 9, 4: 6, 5: 4, 6: 8, 7: 3, 9: 4, 10: 6}","{0: [0], 10: [1], 9: [3], 6: [4, 10], 4: [5, 9], 8: [6], 3: [7]}","{0: 1, 1: 1, 3: 1, 4: 2, 5: 2, 6: 1, 7: 1}",[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([CH:7]([OH:8])[CH3:9])[cH:11][cH:12]1>>[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[CH2:9][OH:10])[cH:11][cH:12]1,"{2: False, 3: False, 4: False, 5: False, 6: False, 7: True, 9: True, 11: False, 12: False}","{0: 9, 1: 7, 3: 6, 4: 5, 5: 4, 6: 3, 7: 2, 9: 12, 10: 11}","{0: 2.0, 1: 2.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 9: 0.0, 10: 0.0}"
